Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContactPair_Glottocode,AArea,Reviewer
1.0.0,set12,set26a,OT1,OT1,,1. How long have [q2o1answer] and [q2o2answer] people been in contact overall?,See KN2 [QID: DKN0a],,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OT1N,OT1N,,"Coarse time range, numerical",1000-2020,NA,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OT2,OT2,,2. What is the overall time frame when the largest number of people had the most opportunities for interaction?,See KN2 [QID: DKN0a],,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OT2N,OT2N,,"Coarse time range, numerical",1000-2020,NA,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OD1,OD1,,1. What is the total number of native-like speakers of [q2o1answer]?,"1,000,000-9,999,999 speakers","Probably 3-4 million Zazas with 1.5-2 million speakers of Zazakî. However, there are no statistics. According to Ethnologue, the number of speakers is between 1.5 and 2.5 million. According to Nevins, the number of Zaza speakers is between 2 and 4 million",Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OD3,OD3,,2. What is the total number of native-like speakers of [q2o2answer]?,"10,000,000-99,999,999 speakers",around 70 to 80 million speakers,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OD4,OD4,,3. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o1answer]?,Intermediate proportion,"among the young generation low proportion, among the old generation fairly high proportion",Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OD5,OD5,,4. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o2answer]?,High proportion,,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OG1,OG1,,5. What is the population density within the area where [q2o1answer] is spoken?,B,there is no reliable information available about this topic,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Types,Less than 2 persons per 10 sq. km,2–4 persons per 10 sq. km,5–19 persons per 10 sq. km,20–99 persons per 10 sq. km,100–399 persons per 10 sq. km,NA,NA,NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
1.0.0,set12,set26a,OS7,OS7,,6. What is the mean size of the [q2o1answer] speaking communities at the local level?,B,there is no reliable information available about this topic,Saloumeh Gholami in cooperation with Mahîr Dogan,OV,6,Types,Fewer than 50 persons,From 50 to 99 persons,From 100 to 199 persons,From 200 to 399 persons,"From 400 to 1,000 persons","More than 1,000 persons in the absence of indigenous urban aggregations","One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",NA,Gholami,Zaza,Zaza,zza,diml1238,Turkish,Turkish,tur,nucl1301,Zaza - Turkish,zza-tur,diml1238-nucl1301,Greater Mesopotamia,OR
