Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContactPair_Glottocode,AArea,Reviewer
1.0.0,set10,set06a,OT1,OT1,,1. How long have [q2o1answer] and [q2o2answer] people been in contact overall?,200-250 years,,Anonymous,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OT1N,OT1N,,"Coarse time range, numerical",1770-2020,NA,Anonymous,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OT2,OT2,,2. What is the overall time frame when the largest number of people had the most opportunities for interaction?,"Frequent contact since the 1950s (emigration of Focus people to T, development of schools in the Focus area). Widespread contact since the 1980s (second Country A civil war)",,Anonymous,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OT2N,OT2N,,"Coarse time range, numerical",1950-2020,NA,Anonymous,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OD1,OD1,,1. What is the total number of native-like speakers of [q2o1answer]?,"100,000-999,999 speakers","Difficult to be more precise. There are around 250,000 Focus people. Most of those living outside the Focus area do not pass over their ethnic language on to their children. In the Focus area, Focus is still actively spoken, in particular in rebel-held area. A figure of 100,000 active speakers must be close to reality.",Anonymous,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OD3,OD3,,2. What is the total number of native-like speakers of [q2o2answer]?,"10,000,000-99,999,999 speakers","Between 40,000,000 and 50,000,000 (almost everybody in Country W plus diaspora plus several millions at various degrees in Country A).",Anonymous,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OD4,OD4,,3. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o1answer]?,Intermediate proportion,"I would say between 40% and 50% of the whole Focus population, with very high figures (close to 100%) in some rural villages (in particular in rebel-held areas).",Anonymous,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OD5,OD5,,4. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o2answer]?,High proportion,"The Focus traditional area must be more or less 10,000 sq. km wide. There are probably around 100,000 people living there (the rest are living in big Country A cities). So a safe estimate of the population density must be around 100 people per 10 sq. mile (between 60 to 140).",Anonymous,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OG1,OG1,,5. What is the population density within the area where [q2o1answer] is spoken?,100–399 persons per 10 sq. km,,Anonymous,OV,6,Types,Less than 2 persons per 10 sq. km,2–4 persons per 10 sq. km,5–19 persons per 10 sq. km,20–99 persons per 10 sq. km,100–399 persons per 10 sq. km,NA,NA,NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
1.0.0,set10,set06a,OS7,OS7,,6. What is the mean size of the [q2o1answer] speaking communities at the local level?,From 200 to 399 persons,Difficult to answer : there are hamlets with some few houses and other big villages with over 500 (or more) inhabitants.,Anonymous,OV,6,Types,Fewer than 50 persons,From 50 to 99 persons,From 100 to 199 persons,From 200 to 399 persons,"From 400 to 1,000 persons","More than 1,000 persons in the absence of indigenous urban aggregations","One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",NA,Anonymous,FLNA,FLNA,,,NLNA,NLNA,,,FLNA-NLNA,,,North Africa,"FDG, EK"
