Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContactPair_Glottocode,AArea,Reviewer
1.0.0,set20,set27,OT1,OT1,,1. How long have [q2o1answer] and [q2o2answer] people been in contact overall?,For the last seventy/eighty years.,,Arun Ghosh,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OT1N,OT1N,,"Coarse time range, numerical",1940-2020,NA,Arun Ghosh,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OT2,OT2,,2. What is the overall time frame when the largest number of people had the most opportunities for interaction?,Since 50s of the last century.,,Arun Ghosh,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OT2N,OT2N,,"Coarse time range, numerical",1950-2020,NA,Arun Ghosh,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OD1,OD1,,1. What is the total number of native-like speakers of [q2o1answer]?,"1,000,000-9,999,999 speakers","In India total number of Santali speakers, according to 2011 census report, is 7,368,192, male 3678969 female 3689223. Total number of native like speakers of Santali in West Bengal: 2429073, male 1207231 female 1221842. The percentage of Santal population is 2.67% of the total population of West Bengal and 45.85% of the total tribal population of the state. Total tribal population in West Bengal is 52, 96,963 as per Census 2011, which is about 5.8% ( 6% according to NHSRC data) of the total population of the State  (Census of India, 2011. Language. Government of India). Rest of the Santali speaking population are distributed in Jharkhand: 3269897, male 1631766 female 1638131, Assam: 213139, male 109033 female 104106, Odisha: 862590, male 428553 female 434037, Bihar: 458949, male 233302 female 225647, Maharashtra: 103456, male 51891 female 51565, Chhattisgarh: 17862, male 9041 female 8821, and Tripura: 3975, male 2042 female 1933 states of India.",Arun Ghosh,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OD3,OD3,,2. What is the total number of native-like speakers of [q2o2answer]?,"10,000,000-99,999,999 speakers","In West Bengal total number of native-like Bengali speakers are 78,698,852, male 40215336 and female 38483516, that is, 78.15 million, according to 2011 census. The Bengali people (mother tongue wise) are also distributed in different states of India and their number is almost 2 million. Total number of native-like speakers of Bengali in India: 97237669, male 49798752 female 47438917. (Census of India 2011). The Bengali speaking community is distributed in almost all the states (28 in number) of India, Considerable number of native-like speakers are distributed in at least three states, Assam, Odisha, and Tripura. Total number of Bengali-speaking population in Assam: 9024324, male 4615185 and female 4409139. In Tripura; 2414774, male 1227492 and female 1187282. In Odisha; 504570, male 255768 and female 248802. (Census of India 2011)",Arun Ghosh,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OD4,OD4,,3. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o1answer]?,High proportion,Native like speakers in Santali are more than 98% of the total Santali population. Those who were converted to Christianity and those who are far away from their native place and settled in towns and metro cities long back either forget their language or do not like to speak the language.,Arun Ghosh,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OD5,OD5,,4. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o2answer]?,High proportion,More than 95%.,Arun Ghosh,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OG1,OG1,,5. What is the population density within the area where [q2o1answer] is spoken?,100–399 persons per 10 sq. km,"Population density of the districts in which Santali people mainly settle (considered as homeland of the Santali people), according to 2011 census report) is as follows:
West Medinipur (including Jhargram): 631
Bankura: 523
Purulia: 468
Birbhum: 771
Bardhhaman: 1099
Murshidabad: 1334
Hooghly: 1753
Maldah: 1069
Jalpaiguri: 622
For Population density see Census of India, 2011 
https://www.census2011.co.in>West Bengal",Arun Ghosh,OV,6,Types,Less than 2 persons per 10 sq. km,2–4 persons per 10 sq. km,5–19 persons per 10 sq. km,20–99 persons per 10 sq. km,100–399 persons per 10 sq. km,NA,NA,NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
1.0.0,set20,set27,OS7,OS7,,6. What is the mean size of the [q2o1answer] speaking communities at the local level?,From 50 to 99 persons,,Arun Ghosh,OV,6,Types,Fewer than 50 persons,From 50 to 99 persons,From 100 to 199 persons,From 200 to 399 persons,"From 400 to 1,000 persons","More than 1,000 persons in the absence of indigenous urban aggregations","One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",NA,Ghosh,Santali,Santali,sat,sant1410,Bengali,Bengali,ben,beng1280,Santali - Bengali,sat-ben,sant14140-beng1280,Indic,OR
