Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContactPair_Glottocode,AArea,Reviewer
1.0.0,set06a,set14,OT1,OT1,,1. How long have [q2o1answer] and [q2o2answer] people been in contact overall?,Since prehistory. Contacts are documented since the 14th century.,,Joseph M Brincat,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OT1N,OT1N,,"Coarse time range, numerical",1300-2020,NA,Joseph M Brincat,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OT2,OT2,,2. What is the overall time frame when the largest number of people had the most opportunities for interaction?,,,Joseph M Brincat,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OT2N,OT2N,,"Coarse time range, numerical",1400-1800,NA,Joseph M Brincat,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OD1,OD1,,1. What is the total number of native-like speakers of [q2o1answer]?,"100,000-999,999 speakers","According to the 2011 census 352,121 persons 10 years and older speak Maltese 87.6% of the total population (but this figure includes foreigners who came to Malta in the past 20 years). 
The 2005 census (when foreigners were much less) the figure was 97.9%.
A more recent survey held in Nov and Dec  2020 among a sample of 1025 Maltese citizens between 18 and 80 years of age revealed that:
89% speak to their parents in Maltese;
85% speak to their spouse/partner in Maltese;
75% speak to their offspring in Maltese;
77% with friends;
50% at the workplace;
30% write emails in Maltese (37% in English; the rest use both);
37% write sms in Maltese (21% in English; the rest use both);
23% read books in Maltese (36% in English; the rest use both);
32% read newspapers (printed or online) in Maltese (28% in English; the rest use both)
34% use ATM in Maltese (48% in English; the rest use both)
Source: NSO and Kunsill tal-Malti, Il-Qaghda tal-Ilsien Malti. Stharrig Nazzjonali, Malta, 2021.",Joseph M Brincat,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OD3,OD3,,2. What is the total number of native-like speakers of [q2o2answer]?,NA,"Nil. Malta-born persons do not speak Sicilian. Some Sicilians who reside or work in Malta may speak Sicilian among themselves, but there are no statistics.",Joseph M Brincat,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OD4,OD4,,3. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o1answer]?,High proportion,,Joseph M Brincat,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OD5,OD5,,4. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o2answer]?,NA,"In light of the statistics regarding Sicily in the 2018 publication quoted in question OD3, I consider that Sicilians working in Malta would not be really speaking Sicilian, but the regional variety of Italian. More detailed figures about dialect speakers in Sicily show that only old people in remote areas speak the dialect. Younger people learn only Italian at school, and consider the dialect as a mark of low class and low education. So they really speak the regional variety among themselves, whereas with foreigners, Italians included, they speak Italian.
",Joseph M Brincat,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OG1,OG1,,5. What is the population density within the area where [q2o1answer] is spoken?,100–399 persons per 10 sq. km,,Joseph M Brincat,OV,6,Types,Less than 2 persons per 10 sq. km,2–4 persons per 10 sq. km,5–19 persons per 10 sq. km,20–99 persons per 10 sq. km,100–399 persons per 10 sq. km,NA,NA,NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
1.0.0,set06a,set14,OS7,OS7,,6. What is the mean size of the [q2o1answer] speaking communities at the local level?,"One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",,Joseph M Brincat,OV,6,Types,Fewer than 50 persons,From 50 to 99 persons,From 100 to 199 persons,From 200 to 399 persons,"From 400 to 1,000 persons","More than 1,000 persons in the absence of indigenous urban aggregations","One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",NA,Brincat,Maltese,Maltese,mlt,malt1254,Sicilian,Sicilian,scn,sici1248,Maltese - Scicilian,mlt-scn,malt1254-sici1248,Europe,"OR, EK"
