Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContactPair_Glottocode,AArea,Reviewer
1.0.0,set14,set48,OT1,OT1,,1. How long have [q2o1answer] and [q2o2answer] people been in contact overall?,"As far as I know, the Yuhup and the Macuna have been in contact for at least the last 60 years, but it might be longer.","The information given here comes from one Yuhup group in Colombia, currently living in a settlement called Bocas de Ugá (Apaporis River, Departamento de Vaupés). There are other Yuhup groups: one, also in Colombia, located in the Jotabeyá area (Departamento de Vaupés) who are closer with the Macuna and even share settlements. The other, in Brazil, located near the Apaporis river mouth, has no contact at all with Macuna people.",Ana María Ospina Bozzi,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OT1N,OT1N,,"Coarse time range, numerical",1950-2020,NA,Ana María Ospina Bozzi,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OT2,OT2,,2. What is the overall time frame when the largest number of people had the most opportunities for interaction?,1980-2020,,Ana María Ospina Bozzi,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OT2N,OT2N,,"Coarse time range, numerical",1980-2020,NA,Ana María Ospina Bozzi,OV,6,Value,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OD1,OD1,,1. What is the total number of native-like speakers of [q2o1answer]?,10-99 speakers,"For the Bocas de Ugá settlement, in 2016 there were about 60 Yuhup, all of them speakers of the language.
For the Jotabeyá settlement I estimate currently there are no more than 20 people who still speak Yuhup, but that also speak Macuna.
In the Brazilian settlement there are more than 200 Yuhup, but I do not know how many are still speakers.",Ana María Ospina Bozzi,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OD3,OD3,,2. What is the total number of native-like speakers of [q2o2answer]?,"1,000-9,999 speakers","It is difficult to know for sure the number of speakers of Macuna. First, because there is a Macuna language, but there is no a Macuna ethnic group as such. Nevertheless, the 2018 Colombian population census reports 1962 persons who declared themselves as Macuna. (https://www.dane.gov.co/files/investigaciones/boletines/grupos-etnicos/presentacion-grupos-etnicos-2019.pdf)",Ana María Ospina Bozzi,OV,6,Types,10-99 speakers,100-999 speakers,"1,000-9,999 speakers","10,000-99,999 speakers","100,000-999,999 speakers","1,000,000-9,999,999 speakers","10,000,000-99,999,999 speakers","100,000,000-999,999,999 speakers",OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OD4,OD4,,3. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o1answer]?,High proportion," To my knowdlege, all Yuhup still speak their language, at least in Bocas de Ugá.",Ana María Ospina Bozzi,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OD5,OD5,,4. What is the approximate proportion of native-like speakers in the total population of all speakers of [q2o2answer]?,Fairly high proportion,"To my knowdledge, in almost all groups that speak Macuna all adults and elders still speak the language, but not all youngsters and children are speakers. There are two main reasons fo this situation: an increase in interethnic marriages where one of the parents is not a Macuna speaker but a Spanish speaker; and, schooling in Spanish.",Ana María Ospina Bozzi,OV,6,Scalar,High proportion,Fairly high proportion,Intermediate proportion,Fairly low proportion,Low proportion,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OG1,OG1,,5. What is the population density within the area where [q2o1answer] is spoken?,5–19 persons per 10 sq. km,,Ana María Ospina Bozzi,OV,6,Types,Less than 2 persons per 10 sq. km,2–4 persons per 10 sq. km,5–19 persons per 10 sq. km,20–99 persons per 10 sq. km,100–399 persons per 10 sq. km,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS7,OS7,,6. What is the mean size of the [q2o1answer] speaking communities at the local level?,From 50 to 99 persons,,Ana María Ospina Bozzi,OV,6,Types,Fewer than 50 persons,From 50 to 99 persons,From 100 to 199 persons,From 200 to 399 persons,"From 400 to 1,000 persons","More than 1,000 persons in the absence of indigenous urban aggregations","One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS9,OS9,,7. How frequently do [q2o1answer] people generally interact with out-group people? ,Frequently,,Ana María Ospina Bozzi,OV,6,Scalar,Very Frequently,Frequently,Neither frequently nor infrequently,Infrequently,Very infrequently,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI1,OI1,OI1-1,"8. Is [q2o1answer] stated as an expression of identity of any of the following? Group centered around shared descent, such as clan, house, lineage group, kinship group",Yes,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI1,OI1,OI1-2,"8. Is [q2o1answer] stated as an expression of identity of any of the following? Race, ethnicity, or some other similar grouping",Yes,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI1,OI1,OI1-3,"8. Is [q2o1answer] stated as an expression of identity of any of the following? Micro-level (politico-)territorial group, including regional or areal groups, clans, bands, tribes",Yes,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI1,OI1,OI1-4,"8. Is [q2o1answer] stated as an expression of identity of any of the following? Macro-level (politico-)territorial group, such as nation, tribe, state",Yes,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI1,OI1,OI1-5,"8. Is [q2o1answer] stated as an expression of identity of any of the following? Formal or informal relationships between non-kin, such as alliances, sodality membership, ad-hoc relationships between families or individuals",B,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI3,OI3,,9. Is there a codified standard variety for [q2o1answer]?,No,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI6,OI6,,"10. What are the [q2o1answer] speakers' attitudes towards linguistic transfers from [q2o2answer], such as lexical or grammatical borrowing?",Neither positive nor negative,,Ana María Ospina Bozzi,OV,6,Scalar,Very positive,Positive,Neither positive nor negative,Negative,Very negative,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI7,OI7,,"11. What are the [q2o1answer] speakers' general attitudes towards linguistic transfer, such as lexical or grammatical borrowing, from any other language than [q2o2answer]?",Neither positive nor negative,,Ana María Ospina Bozzi,OV,6,Scalar,Very positive,Positive,Neither positive nor negative,Negative,Very negative,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI9,OI9,,12. What are the [q2o1answer] speakers' attitudes towards lectal differences within [q2o1answer]?,Negative,"When the Yuhup are asked about lectal differences, they use to say: ""They do not know how to speak"".",Ana María Ospina Bozzi,OV,6,Scalar,Very positive,Positive,Neither positive nor negative,Negative,Very negative,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OI8,OI8,,13. How significant is language as part of group identity for the speakers of [q2o1answer]?,Very significant,"For the Yuhup, their language is a sign of ethnic identity. That they speak the language is part of their conception of being a Yuhup person. As the Yuhup language is mostly unknown for the other ethnic groups in the region, it allows the Yuhup to keep a strong social cohesion that reinforces group identity.",Ana María Ospina Bozzi,OV,6,Scalar,Very significant,Significant,Neither significant nor insignificant,Insignificant,Very insignificant,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OB1,OB1,,14. There is an emic conception of [q2o1answer] as “a language” or some other categorical or objective thing?,Yes,,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,O10,O10,,[q2o1answer] peoples’ language loyalty towards [q2o1answer] can be characterised as:,Very High,"Language loyalty is very high, but in recent years this is changing, specially for young boys.",Ana María Ospina Bozzi,OV,6,Scalar,Very high,High,Neither low nor high,Low,Very low,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL3,OL3,,15. Do the [q2o1answer] speaking people use some orthography in writing their language?,"No, the Focus Group language is not written","There is an alphabet that is knowns by a few young Yuhup, but to my knowledge it is not very much used.",Ana María Ospina Bozzi,OV,6,Types,"Yes, in a non-standardised way","Yes, in a standardised way","No, the Focus Group language is not written",NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL1,OL1,,16. What is the approximate rate of formal literacy in the [q2o1answer] speaking community?,Low,There is no literacy in Yuhup. There is low literacy in Spanish.,Ana María Ospina Bozzi,OV,6,Scalar,High,Fairly high,Intermediate,Fairly low,Low,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-1,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to people of certain hierarchy groups associated with profession or wealth (such as class and caste)?",No,Women with children stop going to school.,Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-2,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to people of certain magico-religiously sanctioned groups (such as religious denomination)?",No,[See above],Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-3,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to people of certain descent groups, such as clan, house, lineage group, kinship group)?",No,[See above],Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-4,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to people of certain races, ethnicities, or some other similar grouping?",No,[See above],Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-5,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to people of certain age cohorts or life stages?",Yes,[See above],Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-6,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to a certain sex or genders?",Yes,[See above],Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OL2,OL2,OL2-7,"17. Restrictions in access to literacy in terms of social categories. Is the ability to read and write restricted, in practice, to other communities of practice not mentioned above?",No,[See above],Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS1,OS1,,"18. Typically, how many levels of jurisdictional hierarchy are there in the [q2o1answer] speaking society, beyond the local community?",No levels,"Within the Yuhup community, the authority in each household is the male parent. As a whole, the Yuhup community recognizes the authority of some adults with charisma and of elders, specially those with shamanic power. Contact with other societies has imposed the authority role of ‘capitán’, who represents the community in relations with outsiders and in the regional inter-ethnic political organization.",Ana María Ospina Bozzi,OV,6,Scalar,Four levels,Three levels,Two levels,One level,No levels,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS2,OS2,,"19. Typically, how many levels of jurisdictional hierarchy are there in [q2o2answer] society, beyond the local community?",No levels,"As a whole, the Macuna recognize authority of elders, specially those with shamanic power. Contact with other societies has imposed the authority role of ‘capitán’, who represents the community in relations with outsiders and in the regional inter-ethnic political organization.",Ana María Ospina Bozzi,OV,6,Scalar,Four levels,Three levels,Two levels,One level,No levels,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS4,OS4,,"20. Which of the following best characterises the dominant form of the [q2o1answer] speaking group's mobility and sedentism, in regards to subsistence?",Sedentary,"The Yuhup became sedentary since the late XXth century. Before that, they were nomads.",Ana María Ospina Bozzi,OV,6,Types,Sedentary,Mobile,Mixed,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS5,OS5,,"21. Which of the following best characterises the dominant form of the [q2o2answer] speaking group's mobility and sedentism, in regards to subsistence?",Sedentary,,Ana María Ospina Bozzi,OV,6,Types,Sedentary,Mobile,Mixed,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OS6,OS6,,22. The [q2o1answer] speaking society's subsistence pattern can be broadly characterised as... ,"Agricultural, shifting","The Yuhup subsistence pattern has been changing since the late XXth century when they became sedentary. But many hunting, fishing and gathering practices are still part of their form of subsistance.",Ana María Ospina Bozzi,OV,6,Types,Hunter-gatherer,Fishing,Animal Husbadry,"Agricultural, casual","Agricultural, shifting","Agricultural, permanent",Highly Mixed,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OH1,OH1,,"23. Have there been any natural disasters or major societal upheaval during the densest period of contact between the [q2o1answer] speaking and [q2o2answer] speaking people, such it impacted people's mobility, and [q2o1answer] speaking people talk about it?",No,"Even if there has not been major societal upheaval, on the one hand, the Colombian internal conflict has impacted the region with the presence of armed actors; on the other hand, the presence of mining and the extraction of other resources has impacted the region  through the presence of foreigners.",Ana María Ospina Bozzi,OV,6,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OE1,OE1,,24. How long time have you spent working with this community?,From 1993 to 2016.,NA,Ana María Ospina Bozzi,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OE2,OE2,,25. Whom did you mostly interact with during your stay and through community-based research?,All people.,NA,Ana María Ospina Bozzi,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OE3,OE3,,26. Was your interaction with members of the community typically mediated by one/a few person(s)? Who were they?,"At the beginning it was mediated with Spanish speaking persons. As I learned the Yuhup language and many of them learned Spanish, mediation was only needed on occasion.",NA,Ana María Ospina Bozzi,OV,6,Comment,NA,NA,NA,NA,NA,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OC1,OC1,,27. How certain are you in your responses to the set of questions about each domain?,Certain,,Ana María Ospina Bozzi,OV,6,Scalar,Very certain,Certain,Somewhat certain,Uncertain,Very uncertain,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
1.0.0,set14,set48,OC2,OC2,,28. How certain are you in your responses to the set of questions about social networks (The S-Set of questions)?,Certain,,Ana María Ospina Bozzi,OV,6,Scalar,Very certain,Certain,Somewhat certain,Uncertain,Very uncertain,NA,NA,NA,OspinaBozzi,Yuhup,Yuhup,yab,yuhu1238,Macuna,Macuna,myy,macu1260,Yuhup - Macuna,yab-myy,yuhu1238-macu1260,Northeast South America,"EK, OR"
